customer_id,gender,senior_citizen,tenure,monthly_charges,total_charges,contract_type,internet_service,num_support_calls,payment_method,has_partner,has_dependents,churned
PT-0907,Female,0,30,46.76,1335.94,One year,No,0,Credit card,1,0,0
PT-0908,Male,0,6,93.26,598.95,Two year,DSL,0,Bank transfer,1,0,0
PT-0909,Male,0,37,44.65,1621.78,Two year,DSL,7,Electronic check,0,1,0
PT-0910,Male,0,71,95.49,7298.17,Month-to-month,No,0,Mailed check,0,0,0
PT-0911,Male,0,27,45.37,1389.58,Month-to-month,Fiber optic,3,Electronic check,0,0,0
PT-0912,Female,0,12,97.81,1347.34,One year,DSL,3,Bank transfer,0,1,0
PT-0913,Male,0,21,65.64,1285.85,One year,Fiber optic,2,Bank transfer,0,0,1
PT-0914,Female,0,72,79.5,6372.37,Month-to-month,Fiber optic,0,Electronic check,0,0,0
PT-0915,Male,0,34,62.31,2108.69,Month-to-month,Fiber optic,3,Electronic check,0,0,0
PT-0916,Female,1,27,83.9,1951.88,One year,Fiber optic,4,Mailed check,1,0,0
PT-0917,Male,0,30,98.75,3111.79,Month-to-month,Fiber optic,0,Bank transfer,0,0,1
PT-0918,Female,0,58,49.29,2998.12,Month-to-month,Fiber optic,0,Bank transfer,0,0,0
PT-0919,Male,0,63,74.1,4930.5,Month-to-month,DSL,2,Credit card,0,1,0
PT-0920,Female,0,53,55.22,2875.69,Month-to-month,No,5,Bank transfer,1,1,1
PT-0921,Male,0,58,56.88,3370.8,Month-to-month,DSL,0,Bank transfer,0,1,0
PT-0922,Male,0,12,90.24,1028.72,Month-to-month,Fiber optic,0,Electronic check,0,1,1
PT-0923,Male,0,69,55.6,4087.09,Month-to-month,DSL,0,Mailed check,0,0,0
PT-0924,Male,1,51,91.22,4013.4,Month-to-month,DSL,3,Mailed check,0,0,0
PT-0925,Female,0,17,93.65,1771.93,Two year,DSL,0,Credit card,0,0,0
PT-0926,Male,0,51,37.49,1972.61,Month-to-month,DSL,1,Electronic check,1,0,0
PT-0927,Male,0,61,53.89,3217.8,Month-to-month,Fiber optic,1,Mailed check,1,0,0
PT-0928,Female,0,70,84.31,5817.19,One year,DSL,3,Mailed check,1,0,0
PT-0929,Male,0,43,32.94,1471.62,Month-to-month,Fiber optic,3,Mailed check,0,0,0
PT-0930,Female,1,30,25.3,757.5,Month-to-month,Fiber optic,6,Mailed check,0,0,0
PT-0931,Female,0,35,82.14,3094.86,One year,Fiber optic,0,Bank transfer,1,1,0
PT-0932,Male,0,55,82.93,4391.05,One year,DSL,4,Electronic check,0,0,0
PT-0933,Male,0,55,64.57,3685.77,One year,DSL,3,Electronic check,1,0,0
PT-0934,Female,0,67,49.01,3667.41,One year,DSL,0,Bank transfer,0,1,0
PT-0935,Female,1,33,62.49,1883.14,Month-to-month,Fiber optic,6,Mailed check,1,0,1
PT-0936,Male,0,61,26.03,1815.04,Month-to-month,DSL,1,Electronic check,1,0,1
PT-0937,Female,1,21,26.01,568.55,Two year,DSL,3,Bank transfer,1,1,0
PT-0938,Female,1,52,104.09,5511.91,One year,DSL,2,Mailed check,0,1,0
PT-0939,Male,0,14,31.4,442.54,One year,Fiber optic,0,Bank transfer,1,0,0
PT-0940,Male,0,12,103.66,1286.81,Month-to-month,Fiber optic,0,Electronic check,1,0,0
PT-0941,Male,0,66,92.65,5978.06,Month-to-month,DSL,2,Credit card,1,0,0
PT-0942,Female,0,67,48.53,2840.06,One year,DSL,0,Mailed check,1,1,0
PT-0943,Female,1,57,64.11,3971.06,One year,Fiber optic,0,Electronic check,1,0,0
PT-0944,Female,0,28,75.53,2353.58,Two year,DSL,2,Bank transfer,0,1,0
PT-0945,Male,0,47,67.34,2695.56,Month-to-month,DSL,0,Electronic check,1,0,0
PT-0946,Female,0,6,109.62,698.02,Month-to-month,DSL,3,Electronic check,1,1,0
PT-0947,Female,0,61,87.49,5573.13,One year,DSL,0,Mailed check,0,0,0
PT-0948,Male,0,57,77.37,3831.03,Month-to-month,Fiber optic,4,Mailed check,0,0,0
PT-0949,Female,0,47,66.47,3536.98,Month-to-month,No,1,Mailed check,1,0,1
PT-0950,Male,0,26,81.98,2073.45,One year,No,1,Electronic check,1,0,0
PT-0951,Male,0,60,71.14,4519.76,One year,Fiber optic,2,Electronic check,0,0,0
PT-0952,Male,0,2,39.58,76.18,Month-to-month,Fiber optic,2,Mailed check,1,1,0
PT-0953,Male,0,40,24.8,1053.28,Month-to-month,DSL,1,Mailed check,1,0,1
PT-0954,Female,0,57,43.81,2489.59,One year,DSL,3,Credit card,0,0,0
PT-0955,Female,0,69,71.18,5638.93,Month-to-month,Fiber optic,1,Bank transfer,1,0,0
PT-0956,Male,0,28,62.09,1494.14,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-0957,Female,0,49,79.25,4350.73,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0958,Male,0,46,47.56,2166.0,Month-to-month,DSL,5,Credit card,1,1,0
PT-0959,Male,0,48,74.08,3537.23,Month-to-month,DSL,3,Electronic check,1,0,0
PT-0960,Female,1,4,34.76,125.12,Month-to-month,Fiber optic,1,Mailed check,0,0,0
PT-0961,Male,0,40,91.36,3261.33,Month-to-month,Fiber optic,0,Mailed check,0,0,0
PT-0962,Male,0,27,59.29,1708.47,Month-to-month,Fiber optic,2,Bank transfer,0,0,1
PT-0963,Male,0,71,81.81,6154.89,Two year,Fiber optic,3,Electronic check,1,0,0
PT-0964,Male,0,42,100.82,4640.68,One year,Fiber optic,0,Credit card,0,0,0
PT-0965,Male,0,23,89.11,1969.06,Month-to-month,No,0,Electronic check,0,0,0
PT-0966,Male,0,39,59.19,2197.32,One year,Fiber optic,0,Bank transfer,1,0,0
PT-0967,Female,0,34,106.27,3528.35,Month-to-month,Fiber optic,3,Electronic check,1,1,0
PT-0968,Female,0,21,48.71,1045.83,Month-to-month,Fiber optic,0,Credit card,1,0,0
PT-0969,Female,0,34,86.79,2610.88,Two year,No,0,Bank transfer,1,0,0
PT-0970,Female,1,50,98.33,4297.03,Month-to-month,No,1,Bank transfer,0,1,0
PT-0971,Female,0,7,61.83,373.06,Two year,Fiber optic,4,Bank transfer,1,0,0
PT-0972,Female,0,70,44.05,2892.24,Month-to-month,Fiber optic,2,Bank transfer,0,1,1
PT-0973,Male,1,51,42.38,1891.67,Month-to-month,Fiber optic,0,Bank transfer,1,0,0
PT-0974,Male,1,59,23.66,1323.32,Month-to-month,Fiber optic,0,Electronic check,1,1,0
PT-0975,Male,0,39,58.03,1938.89,Two year,DSL,0,Credit card,0,0,0
PT-0976,Female,1,66,68.52,4920.81,One year,DSL,0,Credit card,0,0,0
PT-0977,Male,0,65,80.43,5392.04,Two year,Fiber optic,1,Electronic check,1,1,0
PT-0978,Female,0,41,28.74,1081.07,One year,DSL,4,Bank transfer,1,1,0
PT-0979,Female,1,50,62.8,3194.31,Month-to-month,DSL,2,Credit card,0,1,0
PT-0980,Female,0,52,22.9,1316.65,Two year,Fiber optic,0,Bank transfer,0,0,0
PT-0981,Female,0,38,87.58,3279.62,Month-to-month,DSL,0,Credit card,1,0,0
PT-0982,Female,1,63,109.07,6614.32,One year,Fiber optic,0,Electronic check,0,0,0
PT-0983,Male,1,38,36.08,1230.83,One year,Fiber optic,0,Mailed check,1,1,0
PT-0984,Female,0,41,65.21,2699.68,Month-to-month,Fiber optic,3,Credit card,1,0,1
PT-0985,Male,0,37,20.3,825.43,One year,Fiber optic,1,Credit card,1,0,0
PT-0986,Male,1,29,32.47,975.51,Two year,Fiber optic,1,Credit card,0,0,0
PT-0987,Male,1,61,81.59,5651.64,Month-to-month,Fiber optic,2,Mailed check,0,0,0
PT-0988,Male,0,61,104.34,7169.34,Month-to-month,DSL,0,Electronic check,0,1,0
PT-0989,Male,1,57,109.07,6770.46,Two year,Fiber optic,4,Bank transfer,0,0,0
PT-0990,Male,0,5,81.38,395.47,One year,Fiber optic,3,Credit card,0,0,0
PT-0991,Male,1,69,84.33,5711.45,Two year,DSL,3,Electronic check,1,0,0
PT-0992,Female,0,16,29.33,518.14,One year,Fiber optic,0,Electronic check,0,0,0
PT-0993,Female,0,32,91.6,2676.26,Month-to-month,Fiber optic,5,Credit card,0,0,1
PT-0994,Female,0,58,82.96,4910.17,One year,Fiber optic,3,Mailed check,1,0,0
PT-0995,Female,1,47,84.24,3729.64,One year,Fiber optic,0,Bank transfer,0,1,0
PT-0996,Male,0,38,97.32,3428.9,Month-to-month,No,4,Bank transfer,0,1,1
PT-0997,Female,1,67,56.53,3922.11,Month-to-month,DSL,4,Bank transfer,1,0,0
PT-0998,Female,0,68,63.38,4289.15,Month-to-month,Fiber optic,5,Electronic check,1,0,0
PT-0999,Male,0,36,74.78,2876.83,Month-to-month,DSL,0,Electronic check,0,1,1
PT-1000,Male,0,13,105.68,1376.9,Month-to-month,No,2,Electronic check,0,0,0
PT-1001,Male,0,33,91.75,2739.52,Two year,No,2,Mailed check,0,1,0
PT-1002,Female,0,25,86.0,2419.27,Two year,DSL,5,Bank transfer,0,0,0
PT-1003,Female,0,13,68.32,963.14,Month-to-month,Fiber optic,2,Electronic check,1,0,1
PT-1004,Male,1,63,47.0,2525.38,Month-to-month,No,2,Credit card,0,1,0
PT-1005,Female,0,33,87.91,2989.24,Month-to-month,DSL,0,Bank transfer,1,1,1
PT-1006,Female,1,65,47.79,3050.48,Two year,No,1,Credit card,0,0,0
PT-1007,Female,0,21,36.09,817.1,One year,DSL,3,Mailed check,0,0,0
PT-1008,Male,0,65,47.48,3332.87,Month-to-month,Fiber optic,0,Mailed check,0,0,1
PT-1009,Female,0,21,74.91,1411.3,Two year,No,0,Bank transfer,0,0,0
PT-1010,Female,0,19,47.56,965.1,Two year,DSL,0,Bank transfer,1,1,0
PT-1011,Female,0,52,24.98,1263.42,One year,DSL,0,Mailed check,0,1,0
PT-1012,Female,0,4,48.97,212.98,Month-to-month,Fiber optic,2,Mailed check,0,1,0
PT-1013,Female,0,10,41.88,396.87,Month-to-month,Fiber optic,0,Electronic check,1,1,0
PT-1014,Female,0,36,108.82,4018.73,Month-to-month,DSL,3,Bank transfer,1,1,0
PT-1015,Female,0,61,32.09,2104.2,Month-to-month,Fiber optic,1,Mailed check,1,1,0
PT-1016,Male,0,32,49.51,1606.46,One year,Fiber optic,2,Bank transfer,0,0,0
PT-1017,Male,0,47,101.46,4691.14,Two year,DSL,0,Bank transfer,0,1,0
PT-1018,Female,0,3,32.62,102.04,Month-to-month,No,2,Electronic check,0,1,0
PT-1019,Female,0,65,98.58,6075.27,One year,DSL,1,Electronic check,0,1,0
PT-1020,Male,1,12,71.65,851.66,One year,DSL,2,Electronic check,1,0,0
PT-1021,Male,0,10,36.35,371.7,Month-to-month,Fiber optic,1,Electronic check,1,1,1
PT-1022,Female,0,2,40.27,78.78,Month-to-month,DSL,0,Bank transfer,1,1,0
PT-1023,Female,1,20,37.0,661.92,Month-to-month,DSL,0,Electronic check,0,1,0
PT-1024,Male,0,41,103.56,4447.43,Month-to-month,DSL,0,Bank transfer,0,0,0
PT-1025,Male,0,57,31.08,2009.66,Month-to-month,No,2,Electronic check,1,0,0
PT-1026,Male,0,16,28.36,409.53,Two year,Fiber optic,0,Electronic check,0,0,0
PT-1027,Female,1,46,87.47,3802.58,Month-to-month,No,2,Bank transfer,0,0,1
PT-1028,Female,0,52,106.54,4875.38,Month-to-month,DSL,0,Electronic check,1,1,0
PT-1029,Male,0,61,21.43,1489.29,One year,No,5,Mailed check,0,0,0
PT-1030,Male,0,5,25.51,139.12,Two year,Fiber optic,3,Bank transfer,1,0,0
PT-1031,Male,1,20,86.78,1897.18,Month-to-month,No,2,Credit card,0,0,0
PT-1032,Female,0,42,22.56,812.73,Month-to-month,Fiber optic,2,Mailed check,1,0,0
PT-1033,Male,0,13,21.34,310.48,Month-to-month,No,3,Credit card,1,0,0
PT-1034,Male,0,61,62.25,4256.2,Month-to-month,Fiber optic,3,Bank transfer,0,0,0
PT-1035,Male,0,29,66.33,2099.83,Month-to-month,Fiber optic,1,Bank transfer,0,0,1
PT-1036,Male,0,43,83.94,3568.43,One year,Fiber optic,0,Bank transfer,0,0,0
PT-1037,Male,1,5,87.31,475.81,One year,Fiber optic,2,Electronic check,0,0,0
PT-1038,Male,1,62,63.55,3755.59,One year,No,1,Credit card,1,0,0
PT-1039,Female,1,57,30.6,1628.72,One year,No,0,Bank transfer,1,0,0
PT-1040,Female,0,44,88.69,3624.74,One year,Fiber optic,5,Electronic check,0,0,1
PT-1041,Female,0,16,69.54,1044.45,Two year,DSL,0,Electronic check,0,0,0
PT-1042,Male,0,29,89.83,2369.58,One year,Fiber optic,4,Mailed check,0,1,0
PT-1043,Male,1,22,53.7,1039.68,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-1044,Female,0,50,101.09,5770.23,Two year,Fiber optic,0,Mailed check,1,0,0
PT-1045,Female,0,9,25.33,221.84,Month-to-month,No,2,Mailed check,1,0,0
PT-1046,Female,1,25,42.37,1011.71,Month-to-month,No,0,Mailed check,1,0,0
PT-1047,Male,0,57,32.82,1744.73,Month-to-month,Fiber optic,0,Credit card,0,1,0
PT-1048,Male,1,59,33.83,2223.65,One year,Fiber optic,1,Bank transfer,0,0,0
PT-1049,Female,0,60,58.33,3151.7,One year,No,0,Electronic check,0,1,0
PT-1050,Female,0,64,95.3,6946.83,Month-to-month,Fiber optic,2,Bank transfer,1,0,0
PT-1051,Female,0,33,108.48,3132.1,Month-to-month,No,2,Credit card,1,0,0
PT-1052,Female,1,49,74.6,4061.58,One year,DSL,4,Electronic check,0,1,0
PT-1053,Male,0,54,93.38,5372.74,Month-to-month,Fiber optic,0,Electronic check,1,1,0
PT-1054,Female,0,28,71.02,1704.68,Two year,DSL,2,Credit card,0,1,0
PT-1055,Female,0,45,51.71,2651.97,Month-to-month,Fiber optic,0,Bank transfer,0,0,0
PT-1056,Female,0,45,90.29,3663.32,Month-to-month,DSL,4,Bank transfer,0,0,0
PT-1057,Male,0,52,48.16,2502.21,Month-to-month,Fiber optic,1,Bank transfer,1,0,0
PT-1058,Male,0,42,21.43,816.3,Month-to-month,Fiber optic,5,Bank transfer,0,0,0
PT-1059,Male,0,12,28.15,347.73,Two year,Fiber optic,1,Bank transfer,1,0,0
PT-1060,Male,0,11,49.15,496.02,Two year,DSL,5,Mailed check,1,0,0
PT-1061,Male,0,29,59.63,1890.88,Month-to-month,DSL,5,Credit card,1,0,0
PT-1062,Male,0,24,96.31,2367.54,One year,No,1,Credit card,1,1,0
PT-1063,Female,0,56,53.32,3344.28,Two year,DSL,0,Mailed check,1,1,0
PT-1064,Male,0,65,83.75,5501.5,Month-to-month,No,5,Mailed check,1,1,0
PT-1065,Male,0,35,71.68,2172.52,One year,Fiber optic,0,Mailed check,0,1,0
PT-1066,Male,0,62,98.08,5438.59,One year,DSL,3,Bank transfer,1,1,1
PT-1067,Female,0,18,108.76,1790.42,Month-to-month,Fiber optic,1,Credit card,0,1,0
PT-1068,Female,0,7,84.09,563.62,Month-to-month,No,0,Electronic check,1,1,1
PT-1069,Male,0,23,95.22,1880.92,Two year,Fiber optic,1,Credit card,1,0,0
PT-1070,Female,0,44,36.47,1513.79,Month-to-month,Fiber optic,2,Bank transfer,1,0,1
PT-1071,Female,0,30,51.61,1616.68,Month-to-month,Fiber optic,3,Electronic check,0,1,0
PT-1072,Male,0,68,21.13,1362.21,Month-to-month,No,2,Bank transfer,0,0,0
PT-1073,Female,0,69,39.65,2608.84,Two year,No,0,Credit card,0,1,0
PT-1074,Female,0,5,104.18,581.57,One year,DSL,0,Bank transfer,1,0,0
PT-1075,Male,1,67,35.06,2066.94,Month-to-month,DSL,0,Credit card,1,0,0
PT-1076,Male,0,32,52.91,1560.78,Two year,DSL,0,Credit card,0,0,0
PT-1077,Female,1,13,96.3,1098.27,One year,No,0,Credit card,0,0,0
PT-1078,Female,0,38,104.98,3901.06,Month-to-month,DSL,0,Electronic check,1,0,0
PT-1079,Female,1,50,47.53,2727.48,One year,Fiber optic,1,Electronic check,0,0,0
PT-1080,Male,0,7,68.09,411.89,Month-to-month,DSL,0,Electronic check,1,1,0
PT-1081,Male,1,48,81.3,3369.4,Month-to-month,Fiber optic,2,Bank transfer,0,1,1
PT-1082,Male,1,2,24.07,46.43,Two year,DSL,3,Bank transfer,0,0,0
PT-1083,Female,0,50,94.39,4537.97,Two year,DSL,2,Bank transfer,1,1,0
PT-1084,Female,0,35,56.83,1696.8,Two year,Fiber optic,3,Mailed check,1,0,0
PT-1085,Female,0,58,31.6,1936.99,Month-to-month,DSL,3,Electronic check,0,1,0
PT-1086,Female,0,37,68.26,2362.49,One year,DSL,4,Electronic check,1,0,0
PT-1087,Female,0,17,66.64,975.08,Month-to-month,DSL,3,Electronic check,0,0,0
PT-1088,Female,0,19,59.78,1227.52,One year,Fiber optic,2,Mailed check,0,1,0
PT-1089,Male,0,44,97.35,3963.18,Month-to-month,Fiber optic,2,Credit card,0,0,0
PT-1090,Male,0,25,50.23,1339.07,Month-to-month,Fiber optic,1,Mailed check,1,1,1
PT-1091,Female,0,15,81.63,1191.36,One year,Fiber optic,4,Bank transfer,0,0,0
PT-1092,Male,0,49,20.31,863.35,Month-to-month,Fiber optic,6,Mailed check,0,1,0
PT-1093,Male,0,50,45.42,2350.06,Month-to-month,Fiber optic,0,Bank transfer,1,0,0
PT-1094,Male,0,69,99.15,6274.56,Month-to-month,Fiber optic,0,Credit card,1,0,0
PT-1095,Male,0,39,32.96,1269.99,One year,Fiber optic,2,Bank transfer,0,0,0
PT-1096,Female,0,58,59.95,3360.73,Month-to-month,DSL,4,Credit card,0,1,0
PT-1097,Male,0,25,71.15,2017.82,One year,Fiber optic,0,Credit card,1,1,0
PT-1098,Female,0,61,29.78,1899.55,Month-to-month,No,3,Credit card,0,0,0
PT-1099,Male,0,67,58.86,4467.96,Month-to-month,DSL,0,Mailed check,1,1,0
PT-1100,Male,0,53,48.48,2373.42,One year,Fiber optic,1,Credit card,1,1,0
PT-1101,Male,0,9,27.72,212.71,Two year,DSL,3,Bank transfer,0,1,0
PT-1102,Male,0,9,52.66,532.13,One year,No,0,Credit card,1,1,0
PT-1103,Female,0,72,34.38,2757.97,Month-to-month,DSL,3,Credit card,1,1,0
PT-1104,Male,0,19,101.83,1700.9,Month-to-month,No,0,Credit card,1,0,1
PT-1105,Male,1,47,103.78,5001.88,Month-to-month,No,6,Bank transfer,1,0,0
PT-1106,Male,0,18,76.16,1443.83,Two year,DSL,1,Mailed check,1,0,0
PT-1107,Male,0,64,21.44,1533.13,Month-to-month,DSL,2,Bank transfer,0,0,0
PT-1108,Male,0,31,83.05,2391.59,Two year,DSL,0,Bank transfer,1,1,0
PT-1109,Male,0,2,86.12,147.4,Month-to-month,No,1,Bank transfer,1,0,0
PT-1110,Female,0,44,31.91,1339.27,Month-to-month,DSL,2,Bank transfer,1,0,0
PT-1111,Male,0,66,100.62,5690.62,Month-to-month,Fiber optic,2,Electronic check,0,1,0
PT-1112,Male,0,2,85.08,182.23,Month-to-month,No,3,Electronic check,0,1,0
PT-1113,Female,0,14,75.13,911.77,Month-to-month,No,3,Electronic check,0,0,0
PT-1114,Male,0,7,84.53,571.63,One year,DSL,1,Mailed check,1,1,0
PT-1115,Female,0,8,59.83,479.73,Month-to-month,No,1,Mailed check,0,1,0
PT-1116,Male,0,42,88.07,3396.79,Month-to-month,No,6,Bank transfer,1,1,0
PT-1117,Male,0,33,94.2,3328.17,One year,Fiber optic,3,Mailed check,0,0,1
PT-1118,Female,0,56,27.2,1644.04,One year,DSL,1,Electronic check,1,1,0
PT-1119,Female,1,9,71.23,684.76,Month-to-month,Fiber optic,2,Bank transfer,1,0,0
PT-1120,Male,0,22,23.84,501.33,Month-to-month,Fiber optic,0,Credit card,1,0,0
PT-1121,Male,0,54,105.47,6333.31,One year,Fiber optic,2,Bank transfer,0,0,0
PT-1122,Male,0,24,39.53,811.08,Month-to-month,DSL,1,Mailed check,0,0,0
PT-1123,Female,1,36,40.5,1452.11,One year,Fiber optic,3,Electronic check,1,0,1
PT-1124,Female,0,38,32.73,1250.74,Month-to-month,DSL,1,Credit card,0,0,0
PT-1125,Female,0,55,75.05,4250.49,One year,DSL,0,Mailed check,1,1,0
PT-1126,Male,0,58,53.3,2855.94,Two year,Fiber optic,4,Bank transfer,1,0,0
PT-1127,Female,0,17,106.89,1970.64,One year,No,1,Mailed check,1,1,0
PT-1128,Male,0,66,99.27,6324.1,Month-to-month,DSL,0,Credit card,1,1,0
PT-1129,Female,0,58,55.06,2899.53,One year,Fiber optic,0,Credit card,0,0,0
PT-1130,Female,0,62,70.57,4747.7,Two year,Fiber optic,4,Bank transfer,0,1,0
PT-1131,Male,0,8,86.19,626.42,One year,DSL,2,Electronic check,1,0,1
PT-1132,Female,0,4,78.65,339.36,Month-to-month,Fiber optic,0,Mailed check,1,1,0
PT-1133,Male,1,57,88.26,4438.81,Month-to-month,DSL,1,Mailed check,0,0,0
PT-1134,Male,0,42,69.73,2813.41,Month-to-month,Fiber optic,0,Electronic check,1,1,0
PT-1135,Male,0,5,77.93,369.08,One year,DSL,0,Mailed check,1,0,0
PT-1136,Male,0,14,67.05,1062.64,Month-to-month,Fiber optic,1,Bank transfer,1,0,0
PT-1137,Male,0,52,69.06,3617.71,One year,Fiber optic,4,Mailed check,1,0,0
PT-1138,Female,0,31,25.09,820.61,Month-to-month,Fiber optic,5,Mailed check,1,0,1
PT-1139,Male,0,18,65.05,1108.71,One year,Fiber optic,5,Credit card,0,1,0
PT-1140,Female,1,9,23.61,218.21,Month-to-month,Fiber optic,2,Electronic check,1,1,1
PT-1141,Female,1,22,55.75,1098.55,Month-to-month,Fiber optic,0,Bank transfer,1,0,0
PT-1142,Female,0,26,49.44,1193.02,Month-to-month,DSL,0,Electronic check,1,1,0
PT-1143,Female,0,24,30.14,698.94,Month-to-month,No,2,Bank transfer,0,1,0
PT-1144,Female,0,7,78.3,503.67,Two year,No,5,Mailed check,0,0,1
PT-1145,Male,0,27,64.96,1869.65,One year,Fiber optic,0,Credit card,1,1,0
PT-1146,Male,0,14,99.6,1541.93,One year,No,4,Bank transfer,0,0,0
PT-1147,Male,0,7,53.12,388.1,Two year,Fiber optic,0,Electronic check,1,0,0
PT-1148,Female,0,34,61.12,2347.55,Two year,No,3,Electronic check,0,0,0
PT-1149,Male,0,31,60.97,2109.19,One year,DSL,4,Electronic check,0,0,1
PT-1150,Female,0,5,64.77,355.95,Month-to-month,No,2,Electronic check,0,0,0
PT-1151,Female,0,35,22.2,723.84,Two year,DSL,1,Electronic check,1,1,0
PT-1152,Female,0,7,45.79,280.95,Month-to-month,No,2,Mailed check,1,1,0
PT-1153,Male,0,45,56.63,2609.67,Month-to-month,No,2,Credit card,1,0,0
PT-1154,Male,1,33,99.63,3122.88,Month-to-month,Fiber optic,0,Mailed check,0,0,0
PT-1155,Male,1,44,68.62,3320.01,Month-to-month,Fiber optic,4,Mailed check,1,0,0
PT-1156,Male,1,70,23.78,1466.75,Month-to-month,No,4,Mailed check,0,1,0
PT-1157,Female,0,15,49.29,813.98,Month-to-month,No,0,Mailed check,1,1,0
PT-1158,Male,0,59,34.01,2123.34,One year,Fiber optic,1,Electronic check,1,0,0
PT-1159,Female,0,52,47.26,2243.16,One year,No,2,Bank transfer,0,0,0
PT-1160,Male,0,33,60.73,1774.99,Two year,Fiber optic,2,Electronic check,1,0,0
PT-1161,Male,0,55,75.73,4689.4,One year,Fiber optic,0,Credit card,1,0,1
PT-1162,Female,0,69,89.28,6017.47,One year,No,0,Credit card,0,0,1
PT-1163,Female,0,61,42.69,2285.39,Month-to-month,No,1,Credit card,1,0,0
PT-1164,Female,0,42,47.88,2178.17,Two year,DSL,1,Credit card,0,0,0
PT-1165,Male,1,57,26.22,1351.62,Month-to-month,Fiber optic,2,Electronic check,1,1,1
PT-1166,Female,0,58,46.41,2419.44,Month-to-month,DSL,0,Electronic check,0,0,0
PT-1167,Female,0,1,54.86,58.88,One year,DSL,0,Mailed check,1,1,0
PT-1168,Female,0,57,92.76,5998.0,Month-to-month,DSL,3,Mailed check,0,0,0
PT-1169,Female,0,68,100.79,6582.91,One year,Fiber optic,4,Credit card,0,0,1
PT-1170,Female,0,52,65.64,3150.35,Two year,DSL,2,Electronic check,0,0,0
PT-1171,Male,0,70,53.6,3485.24,Month-to-month,Fiber optic,2,Electronic check,0,0,1
PT-1172,Male,0,2,53.47,107.27,Month-to-month,Fiber optic,3,Bank transfer,0,0,0
PT-1173,Male,0,32,97.45,3400.2,Month-to-month,Fiber optic,1,Credit card,0,0,0
PT-1174,Male,0,62,66.2,4704.5,One year,DSL,2,Credit card,1,0,0
PT-1175,Female,0,56,23.86,1264.2,Month-to-month,DSL,1,Credit card,0,1,0
PT-1176,Female,1,66,99.99,6888.47,One year,DSL,0,Bank transfer,1,0,0
PT-1177,Male,0,9,70.55,673.9,One year,Fiber optic,3,Bank transfer,1,1,0
PT-1178,Female,0,69,74.48,5785.61,Two year,Fiber optic,2,Credit card,1,1,0
PT-1179,Male,0,44,28.19,1236.52,Month-to-month,Fiber optic,0,Bank transfer,1,0,0
PT-1180,Male,0,42,101.65,4353.85,Month-to-month,DSL,0,Bank transfer,1,0,0
PT-1181,Female,0,18,92.2,1753.37,Month-to-month,Fiber optic,1,Mailed check,1,1,0
PT-1182,Male,0,32,38.52,1339.86,Two year,DSL,0,Credit card,1,0,0
PT-1183,Female,1,59,68.37,3605.85,One year,DSL,5,Credit card,0,0,0
PT-1184,Female,0,59,104.13,6237.01,Two year,Fiber optic,1,Credit card,0,0,0
PT-1185,Female,0,14,62.87,850.31,Month-to-month,DSL,0,Electronic check,0,0,0
PT-1186,Female,0,13,103.32,1418.4,Month-to-month,No,4,Electronic check,0,0,0
PT-1187,Female,0,56,41.66,2137.3,One year,Fiber optic,3,Mailed check,0,0,0
PT-1188,Female,0,22,92.51,2233.73,Month-to-month,Fiber optic,1,Mailed check,0,1,0
PT-1189,Female,0,16,28.61,505.19,Month-to-month,Fiber optic,2,Mailed check,1,0,1
PT-1190,Female,0,50,60.15,2765.86,Two year,Fiber optic,3,Credit card,1,0,0
PT-1191,Female,1,49,22.07,1167.42,Month-to-month,Fiber optic,0,Bank transfer,1,0,0
PT-1192,Female,0,27,53.57,1534.67,One year,Fiber optic,3,Credit card,0,0,0
PT-1193,Female,0,52,44.67,2472.62,Two year,Fiber optic,5,Mailed check,0,0,0
PT-1194,Male,0,45,52.36,2017.26,Month-to-month,Fiber optic,0,Credit card,0,0,0
PT-1195,Male,0,47,102.04,4450.37,Month-to-month,DSL,0,Mailed check,0,0,0
PT-1196,Male,0,21,28.31,629.34,Month-to-month,DSL,0,Bank transfer,1,0,0
PT-1197,Female,0,24,40.62,919.78,One year,DSL,2,Mailed check,1,1,0
PT-1198,Female,0,31,21.55,760.51,One year,DSL,2,Electronic check,1,0,0
PT-1199,Female,1,48,85.09,3658.8,Two year,DSL,5,Bank transfer,0,1,0
PT-1200,Male,0,18,35.03,624.69,Two year,DSL,2,Bank transfer,1,0,0
PT-1201,Male,0,32,34.59,1142.08,Month-to-month,No,3,Credit card,1,1,0
PT-1202,Female,1,60,106.59,7245.9,Month-to-month,Fiber optic,3,Credit card,1,1,0
PT-1203,Male,1,64,31.36,1727.91,Month-to-month,No,2,Credit card,1,0,0
PT-1204,Male,0,63,37.88,2039.96,Month-to-month,Fiber optic,1,Mailed check,1,1,0
PT-1205,Male,0,51,42.0,1831.22,Month-to-month,Fiber optic,0,Credit card,1,0,0
PT-1206,Female,0,32,105.3,3770.96,Two year,DSL,2,Electronic check,1,0,0
PT-1207,Female,0,38,51.93,1980.78,Month-to-month,No,3,Bank transfer,1,0,0
